,Address,Suburb,Prices,Type_Apartment,Type_House,Type_Townhouse,Estimated resident population (no.),Population density (persons/km2),Median age - persons (years),Working age population (aged 15-64 years) (no.),Employed (no.),Unemployed (no.),Renter (no.),Health care and social assistance (no.),Financial and insurance services (no.),Administrative and support services (no.),Education and training (no.),Accommodation and food services (no.),Public administration and safety (no.),Value of residential building ($m),Houses - total (no.),Townhouses - total (no.),Apartments - total (no.),Median weekly household rental payment ($),Rented (no.),Count of homeless persons (no.),"Used at least one form of public transport (train, tram, bus, ferry) (no.)",Extracted_Address,latitude,longitude,num_stops,num_stations,num_schools,num_landmarks,distance to CBD,total_transport,Bedroom,Bathroom,Median equivalised total household income (weekly) ($)
2203,"22 Merrick Street, 
KEYSBOROUGH VIC 3173",KEYSBOROUGH,590.0,0,1,0,30488.0,2947.4,74.1,20238.0,0.0,0.0,51.0,133.0,81.0,156.0,21.0,142.0,11.0,76.0,8714.0,955.0,113.0,901.0,1710.0,176.0,468.0,"22 Merrick Street, 
KEYSBOROUGH VIC 3173",-37.9910728,145.1815118,0.0,0.0,13.0,0.0,47.7,0.0,4,2,1932.0
2204,"5/85 Herbert Street, 
MORNINGTON VIC 3931",MORNINGTON,590.0,0,1,0,25909.0,2700.5,102.5,14008.0,0.0,0.0,107.0,242.0,136.0,139.0,59.0,127.0,3.0,71.0,9339.0,1511.0,946.0,810.0,2225.0,58.0,130.0,"85 Herbert Street, 
MORNINGTON VIC 3931",-38.2246951,145.0508907,0.0,0.0,0.0,0.0,83.3,0.0,3,2,1932.0
2205,"9/7 Tennyson Street, 
ELWOOD VIC 3184",ELWOOD,650.0,1,0,0,15041.0,5891.5,37.9,11480.0,0.0,0.0,40.0,144.0,79.0,80.0,44.0,51.0,3.0,77.0,1129.0,1169.0,6576.0,415.0,3639.0,66.0,530.0,"7 Tennyson Street, 
ELWOOD VIC 3184",-37.8823053,144.9923128,4.0,0.0,30.0,0.0,14.4,4.0,2,1,1619.0
2206,"2/7 Ormond Esplanade, 
ELWOOD VIC 3184",ELWOOD,650.0,1,0,0,15041.0,5891.5,37.9,11480.0,0.0,0.0,40.0,144.0,79.0,80.0,44.0,51.0,3.0,77.0,1129.0,1169.0,6576.0,415.0,3639.0,66.0,530.0,"7 Ormond Esplanade, 
ELWOOD VIC 3184",-37.8827422,144.9785082,0.0,0.0,18.0,0.0,15.2,0.0,2,1,1932.0
2207,"352 Buckley Street, 
ESSENDON VIC 3040",ESSENDON,650.0,0,1,0,12313.0,3464.3,37.4,8783.0,0.0,0.0,43.0,160.0,107.0,53.0,23.0,100.0,4.0,52.0,2256.0,1311.0,2670.0,371.0,2156.0,42.0,625.0,"352 Buckley Street, 
ESSENDON VIC 3040",-37.7581171,144.9265636,8.0,0.0,36.0,0.0,6.1,8.0,3,2,1598.0
2208,"78 Kerferd Street, 
ESSENDON VIC 3040",ESSENDON,650.0,0,1,0,12313.0,3464.3,37.4,8783.0,0.0,0.0,43.0,160.0,107.0,53.0,23.0,100.0,4.0,52.0,2256.0,1311.0,2670.0,371.0,2156.0,42.0,625.0,"78 Kerferd Street, 
ESSENDON VIC 3040",-37.7416917,144.9066691,7.0,0.0,23.0,0.0,11.3,7.0,3,2,1259.0
2209,"239 Keilor Road, 
ESSENDON VIC 3040",ESSENDON,650.0,0,0,1,12313.0,3464.3,37.4,8783.0,0.0,0.0,43.0,160.0,107.0,53.0,23.0,100.0,4.0,52.0,2256.0,1311.0,2670.0,371.0,2156.0,42.0,625.0,"239 Keilor Road, 
ESSENDON VIC 3040",-37.7443101,144.9096792,2.0,0.0,24.0,0.0,11.8,2.0,3,2,1539.0
2210,"3/22 Fletcher Street, 
ESSENDON VIC 3040",ESSENDON,650.0,1,0,0,12313.0,3464.3,37.4,8783.0,0.0,0.0,43.0,160.0,107.0,53.0,23.0,100.0,4.0,52.0,2256.0,1311.0,2670.0,371.0,2156.0,42.0,625.0,"22 Fletcher Street, 
ESSENDON VIC 3040",-37.755276,144.9198821,5.0,1.0,33.0,0.0,6.8,6.0,3,1,1147.0
2211,"1/10 Sandra Avenue, 
FAWKNER VIC 3060",FAWKNER,650.0,0,0,1,14193.0,2791.3,34.8,8969.0,0.0,0.0,36.0,63.0,14.0,63.0,17.0,47.0,6.0,26.0,4386.0,861.0,25.0,380.0,1410.0,69.0,460.0,"10 Sandra Avenue, 
FAWKNER VIC 3060",-37.6960434,144.9625308,0.0,0.0,11.0,0.0,11.0,0.0,3,3,1011.0
2212,"283 Fitzroy Street, 
FITZROY VIC 3065",FITZROY,650.0,0,1,0,23564.0,12870.9,71.4,17755.0,0.0,0.0,75.0,468.0,158.0,120.0,55.0,320.0,3.0,99.0,1026.0,5087.0,6251.0,932.0,5354.0,232.0,978.0,"283 Fitzroy Street, 
FITZROY VIC 3065",-37.7952434,144.977904,10.0,0.0,36.0,0.0,3.4,10.0,2,1,5129.0
2213,"44A Waltham Street, 
FLEMINGTON VIC 3031",FLEMINGTON,650.0,0,1,0,9190.0,5813.5,34.2,6950.0,0.0,0.0,44.0,62.0,32.0,28.0,13.0,46.0,3.0,17.0,926.0,940.0,3285.0,324.0,2456.0,56.0,579.0,"44A Waltham Street, 
FLEMINGTON VIC 3031",-37.7840013,144.931929,0.0,1.0,22.0,0.0,6.3,1.0,3,1,1371.0
2214,"29 Victoria Street, 
FLEMINGTON VIC 3031",FLEMINGTON,650.0,0,1,0,9190.0,5813.5,34.2,6950.0,0.0,0.0,44.0,62.0,32.0,28.0,13.0,46.0,3.0,17.0,926.0,940.0,3285.0,324.0,2456.0,56.0,579.0,"29 Victoria Street, 
FLEMINGTON VIC 3031",-37.7883394,144.9332701,4.0,1.0,24.0,0.0,4.9,5.0,2,1,3385.0
2215,"150 Shields Street, 
FLEMINGTON VIC 3031",FLEMINGTON,650.0,0,1,0,9190.0,5813.5,34.2,6950.0,0.0,0.0,44.0,62.0,32.0,28.0,13.0,46.0,3.0,17.0,926.0,940.0,3285.0,324.0,2456.0,56.0,579.0,"150 Shields Street, 
FLEMINGTON VIC 3031",-37.7846145,144.9339247,8.0,1.0,27.0,0.0,5.6,9.0,2,1,2818.0
2216,"1207C/2 Tannery, 
FOOTSCRAY VIC 3011",FOOTSCRAY,650.0,1,0,0,17420.0,3507.1,34.1,13694.0,0.0,0.0,82.0,200.0,91.0,138.0,41.0,190.0,5.0,248.0,2695.0,1326.0,5031.0,355.0,4123.0,278.0,1360.0,"2 Tannery, 
FOOTSCRAY VIC 3011",-37.8001343,144.9065952,2.0,1.0,15.0,0.0,9.1,3.0,3,2,2818.0
2217,"4 Greenwich Drive, 
BERWICK VIC 3806",BERWICK,580.0,0,1,0,23187.0,1174.1,43.3,14432.0,0.0,0.0,36.0,206.0,115.0,98.0,42.0,73.0,5.0,33.0,7430.0,1728.0,20.0,380.0,1533.0,140.0,241.0,"4 Greenwich Drive, 
BERWICK VIC 3806",-38.0714086,145.3598937,0.0,0.0,0.0,0.0,63.8,0.0,4,2,2818.0
2218,"8 Emerald Walk, 
BUNDOORA VIC 3083",BUNDOORA,580.0,0,0,1,16164.0,4872.6,79.4,10317.0,0.0,0.0,73.0,124.0,41.0,71.0,14.0,67.0,3.0,26.0,5611.0,730.0,188.0,765.0,1484.0,120.0,407.0,"8 Emerald Walk, 
BUNDOORA VIC 3083",-37.7126094,145.0566421,0.0,0.0,11.0,0.0,13.4,0.0,3,1,2818.0
2219,"4 Pamela Place, 
BURNSIDE HEIGHTS VIC 3023",BURNSIDE HEIGHTS,580.0,0,1,0,6442.0,3228.4,33.4,4211.0,0.0,0.0,3.0,20.0,14.0,36.0,5.0,17.0,3.0,1.0,1637.0,170.0,0.0,411.0,309.0,6.0,120.0,"4 Pamela Place, 
BURNSIDE HEIGHTS VIC 3023",-37.7270243,144.7561467,0.0,0.0,15.0,0.0,26.6,0.0,3,2,809.0
2220,"4 Wilkins Crescent, 
BURNSIDE HEIGHTS VIC 3023",BURNSIDE HEIGHTS,580.0,0,1,0,6442.0,3228.4,33.4,4211.0,0.0,0.0,3.0,20.0,14.0,36.0,5.0,17.0,3.0,1.0,1637.0,170.0,0.0,411.0,309.0,6.0,120.0,"4 Wilkins Crescent, 
BURNSIDE HEIGHTS VIC 3023",-37.731119,144.7552636,0.0,0.0,15.0,0.0,26.4,0.0,4,2,1183.0
2221,"305/276 Neerim Road, 
CARNEGIE VIC 3163",CARNEGIE,580.0,1,0,0,18803.0,4942.3,36.0,13392.0,0.0,0.0,27.0,131.0,91.0,83.0,25.0,92.0,3.0,74.0,2749.0,2556.0,4131.0,395.0,3460.0,90.0,978.0,"276 Neerim Road, 
CARNEGIE VIC 3163",-37.8887365,145.0562102,6.0,1.0,22.0,0.0,20.8,7.0,2,2,1183.0
2222,"103/2 Morton Avenue, 
CARNEGIE VIC 3163",CARNEGIE,580.0,1,0,0,18803.0,4942.3,36.0,13392.0,0.0,0.0,27.0,131.0,91.0,83.0,25.0,92.0,3.0,74.0,2749.0,2556.0,4131.0,395.0,3460.0,90.0,978.0,"2 Morton Avenue, 
CARNEGIE VIC 3163",-37.8865584,145.0582663,0.0,1.0,24.0,0.0,20.0,1.0,2,2,1233.0
2223,"5/250 Neerim Road, 
CARNEGIE VIC 3163",CARNEGIE,580.0,0,0,1,18803.0,4942.3,36.0,13392.0,0.0,0.0,27.0,131.0,91.0,83.0,25.0,92.0,3.0,74.0,2749.0,2556.0,4131.0,395.0,3460.0,90.0,978.0,"250 Neerim Road, 
CARNEGIE VIC 3163",-37.8902278,145.0659043,0.0,1.0,20.0,0.0,20.6,1.0,2,2,1233.0
2224,"1/42 Hillcrest Road, 
FRANKSTON VIC 3199",FRANKSTON,660.0,0,0,1,62521.0,4843.5,121.2,39777.0,0.0,0.0,455.0,371.0,155.0,218.0,76.0,176.0,12.0,68.0,21147.0,4743.0,1416.0,1096.0,8000.0,650.0,751.0,"42 Hillcrest Road, 
FRANKSTON VIC 3199",-38.1555369,145.1431084,0.0,1.0,17.0,0.0,67.2,1.0,4,2,1233.0
2225,"108 Poath Road, 
HUGHESDALE VIC 3166",HUGHESDALE,660.0,1,0,0,7644.0,3803.9,37.9,5330.0,0.0,0.0,13.0,41.0,35.0,36.0,19.0,25.0,3.0,17.0,1703.0,1090.0,547.0,416.0,1019.0,56.0,344.0,"108 Poath Road, 
HUGHESDALE VIC 3166",-37.8953601,145.0767714,0.0,1.0,22.0,0.0,23.6,1.0,3,2,1233.0
2226,"47 Ormond Street, 
KENSINGTON VIC 3031",KENSINGTON,660.0,0,1,0,10874.0,5064.7,35.4,8210.0,0.0,0.0,34.0,94.0,37.0,50.0,14.0,60.0,4.0,38.0,907.0,2851.0,1781.0,416.0,2323.0,49.0,576.0,"47 Ormond Street, 
KENSINGTON VIC 3031",-37.79757175,144.92940369226662,0.0,1.0,24.0,2.0,6.1,1.0,3,1,1233.0
2227,"17 Gordon Crescent, 
KENSINGTON VIC 3031",KENSINGTON,660.0,0,1,0,10874.0,5064.7,35.4,8210.0,0.0,0.0,34.0,94.0,37.0,50.0,14.0,60.0,4.0,38.0,907.0,2851.0,1781.0,416.0,2323.0,49.0,576.0,"17 Gordon Crescent, 
KENSINGTON VIC 3031",-37.79111105,144.9266133175858,2.0,1.0,24.0,3.0,7.2,3.0,3,1,1233.0
2228,"63 Robertson Drive, 
MORNINGTON VIC 3931",MORNINGTON,660.0,0,1,0,25909.0,2700.5,102.5,14008.0,0.0,0.0,107.0,242.0,136.0,139.0,59.0,127.0,3.0,71.0,9339.0,1511.0,946.0,810.0,2225.0,58.0,130.0,"63 Robertson Drive, 
MORNINGTON VIC 3931",-38.2232947,145.0532948,0.0,0.0,0.0,0.0,83.6,0.0,4,2,2972.0
2229,"2/41-43 Leinster Grove, 
NORTHCOTE VIC 3070",NORTHCOTE,660.0,1,0,0,25657.0,8297.0,74.6,18476.0,0.0,0.0,100.0,278.0,75.0,87.0,49.0,135.0,3.0,56.0,5484.0,3192.0,2914.0,951.0,3882.0,89.0,1008.0,"41-43 Leinster Grove, 
NORTHCOTE VIC 3070",-37.7638708,144.9868651,1.0,0.0,29.0,0.0,3.4,1.0,2,1,2972.0
2230,"24A Lalor Street, 
PORT MELBOURNE VIC 3207",PORT MELBOURNE,660.0,1,0,0,16373.0,5869.7,43.2,11248.0,0.0,0.0,46.0,151.0,173.0,119.0,37.0,122.0,3.0,27.0,522.0,3615.0,4826.0,522.0,3066.0,44.0,379.0,"24A Lalor Street, 
PORT MELBOURNE VIC 3207",-37.837475,144.9424642,1.0,0.0,0.0,0.0,12.7,1.0,2,2,1385.0
2231,"1119/259 Normanby Road, 
SOUTH MELBOURNE VIC 3205",SOUTH MELBOURNE,660.0,1,0,0,11860.0,6276.1,39.5,8599.0,0.0,0.0,51.0,275.0,441.0,202.0,76.0,258.0,8.0,138.0,309.0,2393.0,4713.0,421.0,3064.0,123.0,554.0,"259 Normanby Road, 
SOUTH MELBOURNE VIC 3205",-37.829867,144.9468996,3.0,0.0,8.0,3.0,11.5,3.0,1,1,3905.0
2232,"86A Myers Parade, 
ALTONA MEADOWS VIC 3028",ALTONA MEADOWS,450.0,1,0,0,18665.0,1770.6,40.9,12311.0,0.0,0.0,67.0,45.0,33.0,56.0,17.0,38.0,13.0,11.0,6570.0,769.0,436.0,341.0,1895.0,52.0,380.0,"86A Myers Parade, 
ALTONA MEADOWS VIC 3028",-37.8766143,144.7734518,0.0,0.0,0.0,0.0,39.0,0.0,2,1,1626.0
2233,"8/12 Cushing Avenue, 
BENTLEIGH VIC 3204",BENTLEIGH,450.0,1,0,0,30909.0,6728.2,79.69999999999999,19882.0,0.0,0.0,59.0,197.0,130.0,132.0,67.0,139.0,9.0,123.0,8184.0,1727.0,2075.0,998.0,2642.0,78.0,552.0,"12 Cushing Avenue, 
BENTLEIGH VIC 3204",-37.9164374,145.0454421,0.0,0.0,0.0,0.0,23.5,0.0,2,1,1432.0
2234,"3/31 Vine Street, 
BRAYBROOK VIC 3019",BRAYBROOK,450.0,0,0,1,19361.0,2586.9,34.1,14063.0,0.0,0.0,101.0,91.0,43.0,105.0,30.0,93.0,0.0,77.0,3748.0,3404.0,799.0,350.0,3131.0,182.0,675.0,"31 Vine Street, 
BRAYBROOK VIC 3019",-37.7854703,144.8561939,0.0,0.0,17.0,0.0,11.9,0.0,2,1,1693.0
2235,BROADMEADOWS VIC 3047,BROADMEADOWS,450.0,0,1,0,14071.0,1594.1,32.9,9589.0,0.0,0.0,104.0,55.0,22.0,101.0,20.0,44.0,14.0,27.0,3623.0,1013.0,646.0,331.0,2094.0,206.0,514.0,BROADMEADOWS VIC 3047,-37.68305265,144.91948587060236,0.0,0.0,26.0,0.0,18.7,0.0,3,1,1727.0
2236,"14 Tonkin Avenue, 
COBURG VIC 3058",COBURG,550.0,0,1,0,35372.0,9577.7,112.0,24819.0,0.0,0.0,134.0,266.0,114.0,138.0,53.0,174.0,11.0,70.0,9813.0,3556.0,1545.0,1267.0,4343.0,144.0,1461.0,"14 Tonkin Avenue, 
COBURG VIC 3058",-37.7207789,144.954143,0.0,1.0,22.0,0.0,8.4,1.0,3,1,1432.0
2237,"2 Reynard Street, 
COBURG VIC 3058",COBURG,550.0,0,1,0,35372.0,9577.7,112.0,24819.0,0.0,0.0,134.0,266.0,114.0,138.0,53.0,174.0,11.0,70.0,9813.0,3556.0,1545.0,1267.0,4343.0,144.0,1461.0,"2 Reynard Street, 
COBURG VIC 3058",-37.747359,144.9521972,0.0,0.0,27.0,0.0,5.8,0.0,1,1,1432.0
2238,"4/69 Soudan Street, 
COBURG VIC 3058",COBURG,550.0,0,0,1,35372.0,9577.7,112.0,24819.0,0.0,0.0,134.0,266.0,114.0,138.0,53.0,174.0,11.0,70.0,9813.0,3556.0,1545.0,1267.0,4343.0,144.0,1461.0,"69 Soudan Street, 
COBURG VIC 3058",-37.7387284,144.9501564,1.0,0.0,27.0,0.0,7.0,1.0,2,1,1432.0
2239,"3 Watergum Avenue, 
CRAIGIEBURN VIC 3064",CRAIGIEBURN,550.0,0,1,0,57607.0,11196.5,125.9,38853.0,0.0,0.0,161.0,196.0,94.0,272.0,53.0,158.0,19.0,220.0,15458.0,2030.0,204.0,1523.0,4657.0,129.0,1266.0,"3 Watergum Avenue, 
CRAIGIEBURN VIC 3064",-37.5691817,144.9187675,0.0,0.0,0.0,0.0,41.8,0.0,4,2,1432.0
2240,"4 Accolade Dr, 
CRAIGIEBURN VIC 3064",CRAIGIEBURN,550.0,0,1,0,57607.0,11196.5,125.9,38853.0,0.0,0.0,161.0,196.0,94.0,272.0,53.0,158.0,19.0,220.0,15458.0,2030.0,204.0,1523.0,4657.0,129.0,1266.0,"4 Accolade Dr, 
CRAIGIEBURN VIC 3064",-37.5924983,144.8936657,0.0,0.0,7.0,0.0,34.9,0.0,4,2,1432.0
2241,"16 Millicent Drive, 
CRAIGIEBURN VIC 3064",CRAIGIEBURN,550.0,0,1,0,57607.0,11196.5,125.9,38853.0,0.0,0.0,161.0,196.0,94.0,272.0,53.0,158.0,19.0,220.0,15458.0,2030.0,204.0,1523.0,4657.0,129.0,1266.0,"16 Millicent Drive, 
CRAIGIEBURN VIC 3064",-37.5709636,144.9058926,0.0,0.0,6.0,0.0,38.6,0.0,3,2,1432.0
2242,"19 Moor Park Drive, 
CRAIGIEBURN VIC 3064",CRAIGIEBURN,550.0,0,1,0,57607.0,11196.5,125.9,38853.0,0.0,0.0,161.0,196.0,94.0,272.0,53.0,158.0,19.0,220.0,15458.0,2030.0,204.0,1523.0,4657.0,129.0,1266.0,"19 Moor Park Drive, 
CRAIGIEBURN VIC 3064",-37.57337195,144.90733611085568,0.0,0.0,7.0,0.0,37.6,0.0,3,2,3023.0
2243,"25 Loudon Circuit, 
CRAIGIEBURN VIC 3064",CRAIGIEBURN,550.0,0,1,0,57607.0,11196.5,125.9,38853.0,0.0,0.0,161.0,196.0,94.0,272.0,53.0,158.0,19.0,220.0,15458.0,2030.0,204.0,1523.0,4657.0,129.0,1266.0,"25 Loudon Circuit, 
CRAIGIEBURN VIC 3064",-37.5656454,144.904538,0.0,0.0,6.0,0.0,39.3,0.0,4,2,3023.0
2244,"14 Command Road, 
CRAIGIEBURN VIC 3064",CRAIGIEBURN,550.0,0,1,0,57607.0,11196.5,125.9,38853.0,0.0,0.0,161.0,196.0,94.0,272.0,53.0,158.0,19.0,220.0,15458.0,2030.0,204.0,1523.0,4657.0,129.0,1266.0,"14 Command Road, 
CRAIGIEBURN VIC 3064",-37.6015557,144.8972119,0.0,0.0,8.0,0.0,35.8,0.0,4,2,3023.0
2245,"31 Majestic Blvd, 
CRANBOURNE VIC 3977",CRANBOURNE,550.0,0,1,0,122174.0,12938.6,225.6,80567.0,0.0,0.0,535.0,302.0,154.0,481.0,67.0,305.0,25.0,625.0,35593.0,4164.0,409.0,2687.0,9314.0,602.0,2037.0,"31 Majestic Blvd, 
CRANBOURNE VIC 3977",-38.089561,145.2881448,0.0,0.0,0.0,0.0,60.5,0.0,4,2,1142.0
2246,"3 Barleycorn Street, 
POINT COOK VIC 3030",POINT COOK,550.0,0,1,0,62990.0,8965.2,136.60000000000002,41810.0,0.0,0.0,239.0,398.0,229.0,317.0,109.0,283.0,29.0,89.0,18237.0,2054.0,590.0,1601.0,5811.0,96.0,1469.0,"3 Barleycorn Street, 
POINT COOK VIC 3030",-37.90322,144.7238851,0.0,0.0,7.0,0.0,36.0,0.0,5,2,1865.0
2247,"73 Astoria Drive, 
POINT COOK VIC 3030",POINT COOK,550.0,0,1,0,62990.0,8965.2,136.60000000000002,41810.0,0.0,0.0,239.0,398.0,229.0,317.0,109.0,283.0,29.0,89.0,18237.0,2054.0,590.0,1601.0,5811.0,96.0,1469.0,"73 Astoria Drive, 
POINT COOK VIC 3030",-37.8870205,144.7119925,0.0,0.0,0.0,0.0,43.3,0.0,4,2,3447.0
2248,"9A Centre Avenue,, 
PORT MELBOURNE VIC 3207",PORT MELBOURNE,550.0,1,0,0,16373.0,5869.7,43.2,11248.0,0.0,0.0,46.0,151.0,173.0,119.0,37.0,122.0,3.0,27.0,522.0,3615.0,4826.0,522.0,3066.0,44.0,379.0,"9A Centre Avenue,, 
PORT MELBOURNE VIC 3207",-37.836792,144.920256,0.0,0.0,0.0,0.0,11.7,0.0,3,1,1508.0
2249,"322/3 Tarver Street, 
PORT MELBOURNE VIC 3207",PORT MELBOURNE,550.0,1,0,0,16373.0,5869.7,43.2,11248.0,0.0,0.0,46.0,151.0,173.0,119.0,37.0,122.0,3.0,27.0,522.0,3615.0,4826.0,522.0,3066.0,44.0,379.0,"3 Tarver Street, 
PORT MELBOURNE VIC 3207",-37.83447005,144.92007337898005,0.0,0.0,0.0,0.0,11.7,0.0,1,1,809.0
2250,"43/1 Graham Street, 
PORT MELBOURNE VIC 3207",PORT MELBOURNE,550.0,1,0,0,16373.0,5869.7,43.2,11248.0,0.0,0.0,46.0,151.0,173.0,119.0,37.0,122.0,3.0,27.0,522.0,3615.0,4826.0,522.0,3066.0,44.0,379.0,"1 Graham Street, 
PORT MELBOURNE VIC 3207",-37.8432664,144.9448726945072,2.0,0.0,0.0,0.0,13.4,2.0,1,1,1696.0
2251,"21 Opal Street, 
PRESTON VIC 3072",PRESTON,550.0,0,1,0,33825.0,6306.200000000001,75.0,24317.0,0.0,0.0,241.0,228.0,152.0,149.0,49.0,205.0,16.0,110.0,8290.0,3818.0,3159.0,791.0,5381.0,273.0,1434.0,"21 Opal Street, 
PRESTON VIC 3072",-37.7443424,145.0172003,0.0,0.0,26.0,0.0,7.9,0.0,3,1,3385.0
2252,"4/949 High Street, 
RESERVOIR VIC 3073",RESERVOIR,550.0,0,0,1,52065.0,10943.5,154.1,35092.0,0.0,0.0,490.0,184.0,112.0,216.0,60.0,165.0,12.0,153.0,14312.0,7827.0,1042.0,1439.0,7466.0,416.0,1900.0,"949 High Street, 
RESERVOIR VIC 3073",-37.71039880000001,145.00851283333333,0.0,0.0,24.0,0.0,10.0,0.0,2,2,3385.0
2253,"19 Cuthbert Road, 
RESERVOIR VIC 3073",RESERVOIR,550.0,0,1,0,52065.0,10943.5,154.1,35092.0,0.0,0.0,490.0,184.0,112.0,216.0,60.0,165.0,12.0,153.0,14312.0,7827.0,1042.0,1439.0,7466.0,416.0,1900.0,"19 Cuthbert Road, 
RESERVOIR VIC 3073",-37.7161349,145.0108313,0.0,1.0,26.0,0.0,9.8,1.0,3,1,1041.0
2254,"615/154 Cremorne St, 
RICHMOND VIC 3121",RICHMOND,550.0,1,0,0,14083.0,7322.3,34.3,11182.0,0.0,0.0,48.0,325.0,111.0,82.0,40.0,136.0,0.0,22.0,800.0,1760.0,5641.0,400.0,4011.0,80.0,872.0,"154 Cremorne St, 
RICHMOND VIC 3121",-37.8266288,144.9908755,6.0,2.0,25.0,0.0,8.2,8.0,1,1,2097.0
2255,"12 Koel Court, 
CARRUM DOWNS VIC 3201",CARRUM DOWNS,570.0,0,1,0,22262.0,1096.2,36.4,15043.0,0.0,0.0,167.0,59.0,51.0,114.0,16.0,49.0,3.0,16.0,7042.0,1834.0,40.0,370.0,2267.0,39.0,248.0,"12 Koel Court, 
CARRUM DOWNS VIC 3201",-38.1076574,145.1735163,0.0,0.0,0.0,0.0,62.8,0.0,4,2,1142.0
2256,"409/15 Bond Street, 
CAULFIELD VIC 3162",CAULFIELD,570.0,1,0,0,40971.0,7386.8,76.8,25978.0,0.0,0.0,49.0,627.0,536.0,223.0,109.0,173.0,19.0,408.0,7171.0,4995.0,5734.0,909.0,5319.0,186.0,1183.0,"15 Bond Street, 
CAULFIELD VIC 3162",-37.8761848,145.0370227,8.0,0.0,31.0,0.0,20.0,8.0,2,1,728.0
2257,"2/49 Cranbourne Drive, 
CRANBOURNE VIC 3977",CRANBOURNE,570.0,0,0,1,122174.0,12938.6,225.6,80567.0,0.0,0.0,535.0,302.0,154.0,481.0,67.0,305.0,25.0,625.0,35593.0,4164.0,409.0,2687.0,9314.0,602.0,2037.0,"49 Cranbourne Drive, 
CRANBOURNE VIC 3977",-38.1082961,145.2756575,0.0,0.0,0.0,0.0,62.6,0.0,2,1,1865.0
2258,"9/45a Ormond Esplanade, 
ELWOOD VIC 3184",ELWOOD,570.0,1,0,0,15041.0,5891.5,37.9,11480.0,0.0,0.0,40.0,144.0,79.0,80.0,44.0,51.0,3.0,77.0,1129.0,1169.0,6576.0,415.0,3639.0,66.0,530.0,"45a Ormond Esplanade, 
ELWOOD VIC 3184",-37.8827422,144.9785082,0.0,0.0,18.0,0.0,15.2,0.0,2,1,3447.0
2259,"20 Amarath Circuit, 
EPPING VIC 3076",EPPING,570.0,0,1,0,33834.0,3899.2,108.1,22572.0,0.0,0.0,188.0,146.0,64.0,143.0,43.0,133.0,12.0,40.0,9430.0,2155.0,314.0,1091.0,3144.0,127.0,828.0,"20 Amarath Circuit, 
EPPING VIC 3076",-37.6283516,145.0016348,0.0,0.0,5.0,0.0,32.3,0.0,4,2,3447.0
2260,"10 Kassandra Heights, 
EPPING VIC 3076",EPPING,570.0,0,1,0,33834.0,3899.2,108.1,22572.0,0.0,0.0,188.0,146.0,64.0,143.0,43.0,133.0,12.0,40.0,9430.0,2155.0,314.0,1091.0,3144.0,127.0,828.0,"10 Kassandra Heights, 
EPPING VIC 3076",-37.6337245,145.024019,0.0,0.0,9.0,0.0,33.2,0.0,4,2,3447.0
2261,"810/1 Ascot Vale Road, 
FLEMINGTON VIC 3031",FLEMINGTON,570.0,1,0,0,9190.0,5813.5,34.2,6950.0,0.0,0.0,44.0,62.0,32.0,28.0,13.0,46.0,3.0,17.0,926.0,940.0,3285.0,324.0,2456.0,56.0,579.0,"1 Ascot Vale Road, 
FLEMINGTON VIC 3031",-37.7868268,144.92112866942296,6.0,1.0,29.0,2.0,6.4,7.0,2,2,3447.0
2262,"2/29 Bettina Street, 
CLAYTON VIC 3168",CLAYTON,800.0,0,0,1,13570.0,1709.5,34.5,9602.0,0.0,0.0,29.0,43.0,23.0,133.0,10.0,54.0,0.0,29.0,2960.0,1799.0,629.0,381.0,1886.0,138.0,595.0,"29 Bettina Street, 
CLAYTON VIC 3168",-37.9190822,145.1389646,0.0,0.0,0.0,0.0,28.9,0.0,3,2,3447.0
2263,"71 Linda Street, 
COBURG VIC 3058",COBURG,800.0,0,1,0,35372.0,9577.7,112.0,24819.0,0.0,0.0,134.0,266.0,114.0,138.0,53.0,174.0,11.0,70.0,9813.0,3556.0,1545.0,1267.0,4343.0,144.0,1461.0,"71 Linda Street, 
COBURG VIC 3058",-37.7503204,144.9556058,0.0,0.0,26.0,0.0,5.0,0.0,4,2,935.0
2264,"38 Gladstone Street, 
COBURG VIC 3058",COBURG,800.0,0,1,0,35372.0,9577.7,112.0,24819.0,0.0,0.0,134.0,266.0,114.0,138.0,53.0,174.0,11.0,70.0,9813.0,3556.0,1545.0,1267.0,4343.0,144.0,1461.0,"38 Gladstone Street, 
COBURG VIC 3058",-37.7442987,144.9759048,4.0,0.0,26.0,0.0,4.3,4.0,4,1,1058.0
2265,"145 Keele Street, 
COLLINGWOOD VIC 3066",COLLINGWOOD,800.0,0,1,0,9348.0,7378.6,33.2,7787.0,0.0,0.0,51.0,99.0,88.0,102.0,45.0,134.0,5.0,42.0,290.0,1377.0,3948.0,425.0,2888.0,28.0,492.0,"145 Keele Street, 
COLLINGWOOD VIC 3066",-37.7975503,144.9912436,2.0,0.0,37.0,0.0,4.5,2.0,3,1,1510.0
